step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
9,PAYMENT,202.44,C000266,1380.04,1177.61,M000175,25291.34,25493.78,0,0
9,PAYMENT,51.31,C000135,21769.64,21718.33,M000038,7007.11,7058.42,0,0
9,PAYMENT,573.67,C000232,13627.96,13054.3,M000161,11659.67,12233.33,0,0
9,PAYMENT,192.13,C000040,4234.12,4041.99,M000124,3026.65,3218.78,0,0
9,PAYMENT,1445.18,C000148,6462.33,5017.14,M000065,3352.58,4797.76,0,0
9,DEBIT,2346.07,C000097,9442.08,7096.0,M000194,1019.05,3365.13,0,0
9,CASH_IN,25.91,C000044,17531.55,17505.64,M000038,8713.0,8738.91,0,0
9,PAYMENT,191.35,C000216,1507.02,1315.67,M000184,5092.32,5283.67,0,0
9,TRANSFER,15095.05,C000175,15668.3,573.25,M000129,4522.06,19617.12,1,0
9,CASH_IN,171.01,C000034,35592.42,35421.41,M000138,2005.53,2176.54,0,0
9,PAYMENT,223.85,C000199,7281.32,7057.46,M000020,20535.8,20759.65,0,0
9,TRANSFER,387.19,C000201,2514.37,2127.18,M000183,5381.3,5768.49,0,0
9,CASH_OUT,466.79,C000114,20832.17,20365.39,M000173,9362.78,9829.57,0,0
9,PAYMENT,1967.11,C000013,3451.34,1484.23,M000111,35073.18,37040.28,0,0
9,PAYMENT,585.92,C000202,24835.07,24249.16,M000121,8551.2,9137.12,0,0
9,TRANSFER,149.36,C000173,14500.06,14350.71,M000025,77936.89,78086.24,0,0
9,TRANSFER,921.54,C000153,401.18,0.0,M000083,3795.94,4717.48,0,0
9,CASH_OUT,1109.52,C000267,2866.61,1757.1,M000054,4380.33,5489.85,0,0
9,CASH_OUT,441.51,C000138,22171.41,21729.9,M000053,1384.05,1825.57,0,0
9,PAYMENT,2214.06,C000153,824.24,0.0,M000121,13921.95,16136.0,0,0
9,PAYMENT,783.19,C000105,6388.86,5605.67,M000119,3441.48,4224.67,0,0
9,CASH_OUT,3229.52,C000285,3579.06,349.54,M000005,5892.01,9121.53,0,0
9,CASH_OUT,1490.82,C000113,2783.61,1292.79,M000050,51235.69,52726.52,0,0
9,PAYMENT,104.98,C000148,2734.7,2629.72,M000066,3860.07,3965.05,0,0
10,PAYMENT,3747.09,C000208,15166.88,11419.79,M000152,5555.71,9302.8,0,0
10,CASH_OUT,494.2,C000270,5758.32,5264.12,M000101,24367.57,24861.77,0,0
10,PAYMENT,383.66,C000117,8607.7,8224.04,M000140,5639.73,6023.39,0,0
10,CASH_OUT,302.88,C000009,1786.08,1483.2,M000077,2386.86,2689.74,0,0
10,PAYMENT,414.1,C000204,1157.73,743.63,M000157,66382.57,66796.67,0,0
10,CASH_IN,176.59,C000180,2434.2,2257.61,M000122,18989.69,19166.28,0,0
10,PAYMENT,150.24,C000156,5266.08,5115.84,M000164,2170.25,2320.49,0,0
10,PAYMENT,670.27,C000187,22330.1,21659.83,M000082,4898.31,5568.58,0,0
10,PAYMENT,1492.51,C000294,2831.65,1339.14,M000085,5117.97,6610.48,0,0
10,PAYMENT,44.05,C000264,12701.34,12657.29,M000067,5610.21,5654.27,0,0
10,CASH_OUT,906.83,C000019,1866.81,959.98,M000100,7402.83,8309.66,0,0
10,PAYMENT,375.77,C000110,24015.13,23639.36,M000090,5913.56,6289.33,0,0
10,DEBIT,214.44,C000192,33219.39,33004.94,M000070,1574.31,1788.75,0,0
10,TRANSFER,440.88,C000197,8222.45,7781.57,M000017,3202.79,3643.67,0,0
10,PAYMENT,326.7,C000016,8585.55,8258.86,M000089,4850.28,5176.98,0,0
10,PAYMENT,506.65,C000207,3482.28,2975.62,M000034,1916.18,2422.84,0,0
10,CASH_OUT,136.65,C000221,3015.18,2878.52,M000042,2437.21,2573.86,0,0
10,CASH_IN,389.18,C000038,534.98,145.8,M000108,10357.01,10746.19,0,0
10,CASH_OUT,610.19,C000011,26215.46,25605.27,M000062,1262.19,1872.38,0,0
10,TRANSFER,2379.41,C000210,835.43,0.0,M000018,904.97,3284.38,0,0
10,PAYMENT,226.7,C000047,1030.38,803.68,M000141,1495.38,1722.08,0,0
10,PAYMENT,173.94,C000024,4137.14,3963.2,M000006,8180.92,8354.86,0,0
10,TRANSFER,1289.53,C000174,15913.35,14623.82,M000030,5905.32,7194.86,0,0
10,PAYMENT,733.22,C000083,6455.26,5722.05,M000054,11623.17,12356.39,0,0
10,PAYMENT,2439.2,C000121,7714.05,5274.85,M000046,8129.87,10569.08,0,0
10,PAYMENT,231.57,C000008,5069.98,4838.42,M000138,6906.04,7137.61,0,0
10,CASH_OUT,131.58,C000087,1231.84,1100.26,M000143,571.86,703.45,0,0
10,PAYMENT,75.59,C000290,14055.81,13980.22,M000041,14824.03,14899.62,0,0
10,PAYMENT,160.22,C000210,1498.64,1338.42,M000130,6774.17,6934.39,0,0
10,PAYMENT,491.86,C000232,971.78,479.93,M000047,1009.94,1501.8,0,0
10,CASH_IN,225.3,C000178,3811.08,3585.78,M000097,2469.37,2694.67,0,0
10,TRANSFER,571.69,C000251,6447.69,5876.0,M000110,6373.41,6945.1,0,0
10,CASH_IN,1284.74,C000123,5463.61,4178.87,M000167,3407.52,4692.26,0,0
10,CASH_OUT,946.72,C000195,32496.93,31550.21,M000154,8831.74,9778.46,0,0
10,PAYMENT,383.41,C000042,1359.01,975.6,M000158,3328.09,3711.49,0,0
10,TRANSFER,1043.04,C000060,6664.59,5621.54,M000157,3529.27,4572.31,0,0
10,CASH_IN,321.58,C000101,3240.11,2918.53,M000060,6327.03,6648.61,0,0
10,CASH_OUT,2472.14,C000006,9937.23,7465.09,M000166,4537.35,7009.49,0,0
10,PAYMENT,528.08,C000123,785.8,257.72,M000076,1978.37,2506.45,0,0
10,PAYMENT,2825.18,C000276,29500.82,26675.63,M000001,18205.14,21030.33,0,0
10,PAYMENT,79.42,C000195,1862.2,1782.78,M000072,15732.7,15812.12,0,0
10,TRANSFER,55.67,C000282,6214.93,6159.26,M000108,14045.94,14101.61,0,0
10,CASH_OUT,31.76,C000072,14551.07,14519.31,M000015,6683.4,6715.16,0,0
10,PAYMENT,1385.32,C000083,1254.56,0.0,M000043,14267.71,15653.04,0,0
10,DEBIT,263.01,C000120,23265.35,23002.34,M000022,13570.82,13833.83,0,0
10,TRANSFER,1307.59,C000056,8824.45,7516.85,M000123,4556.09,5863.68,0,0
10,PAYMENT,322.95,C000199,2490.26,2167.31,M000044,12476.42,12799.37,0,0
10,CASH_IN,1032.9,C000092,15492.2,14459.3,M000183,3452.96,4485.86,0,0
10,CASH_OUT,900.9,C000233,733.82,0.0,M000081,23538.07,24438.97,0,0
10,CASH_IN,1155.24,C000130,4543.91,3388.68,M000060,1209.62,2364.86,0,0
10,PAYMENT,165.97,C000137,21016.98,20851.01,M000034,15364.0,15529.97,0,0
10,PAYMENT,336.76,C000143,9941.71,9604.94,M000078,7253.59,7590.35,0,0
10,CASH_OUT,668.31,C000227,38358.5,37690.18,M000062,1853.68,2521.99,0,0
10,CASH_OUT,3357.04,C000092,14382.66,11025.63,M000047,5331.13,8688.17,0,0
10,PAYMENT,260.34,C000031,20722.3,20461.96,M000064,3770.69,4031.03,0,0
10,CASH_IN,1713.87,C000164,4879.37,3165.49,M000073,10620.81,12334.68,0,0
10,TRANSFER,163.62,C000019,17129.66,16966.04,M000014,954.27,1117.89,0,0
10,PAYMENT,1073.71,C000277,3263.25,2189.54,M000030,26070.11,27143.82,0,0
10,CASH_IN,1603.21,C000122,1612.47,9.26,M000190,3338.42,4941.63,1,0
10,PAYMENT,73.04,C000228,4306.21,4233.17,M000010,3649.62,3722.67,0,0
10,CASH_OUT,1873.23,C000296,1059.58,0.0,M000192,2173.6,4046.83,0,0
10,PAYMENT,41.44,C000012,9575.59,9534.16,M000091,10171.05,10212.48,0,0
10,TRANSFER,189.27,C000176,6667.79,6478.52,M000089,7188.65,7377.92,0,0
10,CASH_IN,414.88,C000043,13917.92,13503.04,M000076,18548.66,18963.54,0,0
10,CASH_OUT,99.66,C000227,917.69,818.02,M000039,17094.8,17194.46,0,0
10,PAYMENT,632.21,C000165,3613.97,2981.77,M000171,1211.9,1844.1,0,0
10,PAYMENT,1182.15,C000274,906.11,0.0,M000080,2619.99,3802.14,0,0
10,TRANSFER,1030.8,C000240,7693.68,6662.89,M000067,1059.69,2090.49,0,0
10,PAYMENT,297.67,C000178,31879.85,31582.18,M000022,3012.89,3310.56,0,0
10,DEBIT,818.92,C000156,10435.4,9616.48,M000198,39634.0,40452.92,0,0
10,CASH_OUT,161.78,C000127,7870.77,7708.98,M000002,3255.78,3417.57,0,0
10,TRANSFER,190.89,C000232,8506.64,8315.74,M000062,10811.51,11002.41,0,0
10,CASH_IN,158.85,C000169,5758.26,5599.41,M000121,4222.94,4381.8,0,0
10,DEBIT,1216.79,C000184,4456.18,3239.39,M000033,11280.46,12497.25,0,0
10,TRANSFER,532.79,C000201,2027.84,1495.05,M000157,16445.97,16978.76,0,0
10,CASH_OUT,976.41,C000280,6222.62,5246.21,M000024,3055.87,4032.28,0,0
10,CASH_IN,59.36,C000036,33858.14,33798.78,M000150,22588.1,22647.46,0,0
10,DEBIT,1230.29,C000028,1608.69,378.4,M000048,3957.3,5187.59,0,0
10,CASH_IN,83.87,C000103,4212.49,4128.61,M000088,5881.05,5964.93,0,0
10,TRANSFER,308.05,C000131,3015.99,2707.94,M000188,35325.72,35633.78,0,0
10,CASH_OUT,582.85,C000120,5208.63,4625.78,M000155,3079.68,3662.52,0,0
10,PAYMENT,1304.75,C000124,692.84,0.0,M000006,25179.64,26484.38,0,0
10,PAYMENT,376.29,C000179,1178.78,802.49,M000181,6626.02,7002.31,0,0
10,PAYMENT,1262.95,C000231,1184.81,0.0,M000129,3647.4,4910.35,0,0
10,TRANSFER,1289.46,C000192,9774.64,8485.18,M000030,2198.91,3488.37,0,0
10,PAYMENT,162.58,C000165,1228.86,1066.28,M000198,3632.35,3794.94,0,0
10,PAYMENT,360.57,C000140,3273.32,2912.75,M000073,2781.97,3142.55,0,0
10,PAYMENT,790.56,C000105,2352.87,1562.32,M000037,897.33,1687.89,0,0
10,PAYMENT,891.12,C000207,3474.91,2583.79,M000022,7210.35,8101.47,0,0
10,CASH_IN,1467.5,C000284,10970.59,9503.09,M000001,2533.77,4001.27,0,0
10,PAYMENT,3284.97,C000013,18950.79,15665.82,M000179,12546.45,15831.41,0,0
10,PAYMENT,342.76,C000003,10715.29,10372.54,M000091,7697.22,8039.97,0,0
10,TRANSFER,693.13,C000111,6071.6,5378.47,M000018,2345.65,3038.77,0,0
10,CASH_OUT,423.0,C000282,10533.69,10110.68,M000086,8395.38,8818.38,0,0
10,CASH_OUT,1143.53,C000150,848.89,0.0,M000102,4207.27,5350.8,0,0
10,TRANSFER,246.94,C000275,5771.58,5524.64,M000198,16306.5,16553.44,0,0
11,PAYMENT,2003.3,C000006,1617.79,0.0,M000068,8232.15,10235.45,0,0
11,PAYMENT,95.81,C000198,4737.2,4641.39,M000100,741.8,837.61,0,0
11,CASH_OUT,97.91,C000183,5148.3,5050.39,M000132,6392.89,6490.8,0,0
11,CASH_OUT,206.36,C000032,2153.91,1947.54,M000145,1335.79,1542.16,0,0
11,TRANSFER,207.27,C000117,13695.18,13487.91,M000045,96681.11,96888.38,0,0
11,TRANSFER,781.49,C000173,2754.92,1973.43,M000155,11812.65,12594.14,0,0
11,PAYMENT,320.22,C000146,569.17,248.95,M000049,8808.19,9128.41,0,0
11,PAYMENT,263.58,C000105,6256.18,5992.6,M000181,32666.62,32930.21,0,0
11,CASH_IN,267.88,C000236,893.19,625.32,M000072,4696.22,4964.1,0,0
11,CASH_IN,1619.64,C000295,1585.08,0.0,M000083,5954.97,7574.61,0,0
11,PAYMENT,163.78,C000255,3108.61,2944.84,M000040,2890.94,3054.71,0,0
11,CASH_OUT,1233.81,C000255,2157.41,923.6,M000033,14211.28,15445.09,0,0
11,TRANSFER,1487.57,C000065,7360.87,5873.29,M000037,21537.89,23025.47,0,0
11,TRANSFER,626.85,C000120,3511.18,2884.33,M000182,3571.43,4198.28,0,0
11,CASH_IN,418.49,C000007,2485.11,2066.62,M000070,4746.57,5165.05,0,0
11,CASH_OUT,82.65,C000166,1078.81,996.15,M000049,21080.03,21162.68,0,0
11,PAYMENT,340.63,C000283,14315.9,13975.27,M000095,4148.98,4489.61,0,0
11,PAYMENT,5041.4,C000024,3589.14,0.0,M000133,4024.25,9065.65,0,0
11,PAYMENT,206.32,C000009,2865.99,2659.67,M000187,12193.54,12399.87,0,0
11,PAYMENT,108.32,C000000,4132.62,4024.3,M000114,644.48,752.8,0,0
11,PAYMENT,368.61,C000179,1605.98,1237.37,M000086,5024.95,5393.56,0,0
11,PAYMENT,1013.67,C000034,3832.87,2819.2,M000075,7394.16,8407.83,0,0
11,PAYMENT,599.0,C000088,16648.84,16049.83,M000160,9844.49,10443.49,0,0
11,TRANSFER,1930.14,C000086,3305.83,1375.69,M000165,3261.43,5191.57,0,0
11,TRANSFER,88.99,C000086,5421.08,5332.09,M000161,7202.17,7291.16,0,0
11,CASH_IN,462.92,C000011,7305.66,6842.74,M000112,4952.61,5415.52,0,0
11,CASH_OUT,727.9,C000118,2140.15,1412.25,M000057,3100.62,3828.51,0,0
11,CASH_IN,277.77,C000179,6698.53,6420.76,M000171,2299.07,2576.84,0,0
11,CASH_IN,280.38,C000017,568.66,288.28,M000120,2041.56,2321.95,0,0
11,PAYMENT,5986.2,C000260,2539.34,0.0,M000043,10726.58,16712.78,0,0
11,PAYMENT,775.59,C000022,10987.35,10211.76,M000149,10772.64,11548.23,0,0
11,TRANSFER,361.64,C000113,7118.76,6757.12,M000008,13789.2,14150.84,0,0
11,CASH_OUT,236.05,C000196,2337.95,2101.9,M000058,4236.44,4472.5,0,0
11,TRANSFER,141.75,C000206,4965.8,4824.04,M000024,2238.72,2380.47,0,0
11,CASH_OUT,1364.89,C000182,9576.43,8211.55,M000078,3521.54,4886.43,0,0
11,CASH_OUT,87.06,C000010,5741.23,5654.17,M000096,13278.33,13365.39,0,0
11,PAYMENT,1595.26,C000109,18940.14,17344.87,M000099,5840.08,7435.34,0,0
11,PAYMENT,1721.41,C000093,698.65,0.0,M000060,3190.86,4912.27,0,0
11,TRANSFER,254.68,C000111,2425.82,2171.14,M000083,4063.97,4318.65,0,0
11,CASH_OUT,520.52,C000142,1836.12,1315.6,M000147,25725.74,26246.26,0,0
11,PAYMENT,368.39,C000102,4943.25,4574.87,M000131,53044.16,53412.55,0,0
11,PAYMENT,903.74,C000032,5082.01,4178.27,M000057,4977.15,5880.89,0,0
11,PAYMENT,1606.53,C000233,5885.26,4278.73,M000134,4314.57,5921.1,0,0
11,PAYMENT,410.19,C000053,12355.23,11945.04,M000122,29513.07,29923.27,0,0
11,TRANSFER,1712.52,C000017,7080.21,5367.69,M000176,14296.87,16009.39,0,0
11,PAYMENT,722.18,C000296,6161.02,5438.85,M000079,1410.37,2132.55,0,0
11,CASH_IN,180.29,C000284,7161.31,6981.02,M000023,641.83,822.12,0,0
11,DEBIT,482.79,C000208,4742.6,4259.81,M000040,20492.91,20975.7,0,0
11,PAYMENT,5944.52,C000178,33610.16,27665.64,M000083,19954.05,25898.56,0,0
11,TRANSFER,1562.42,C000032,6000.47,4438.05,M000121,7751.12,9313.53,0,0
11,PAYMENT,4453.08,C000074,1574.27,0.0,M000021,3958.55,8411.63,0,0
11,CASH_OUT,1163.87,C000251,15700.87,14537.0,M000187,6877.93,8041.8,0,0
11,TRANSFER,4472.91,C000074,922.42,0.0,M000002,1270.24,5743.16,0,0
11,PAYMENT,1094.9,C000025,3908.27,2813.37,M000066,1228.26,2323.15,0,0
11,PAYMENT,168.8,C000073,623.11,454.31,M000144,1799.71,1968.51,0,0
11,PAYMENT,802.52,C000070,6989.31,6186.79,M000166,4426.32,5228.84,0,0
11,CASH_OUT,72.88,C000279,2521.22,2448.34,M000199,3883.35,3956.24,0,0
11,TRANSFER,173.2,C000180,2223.82,2050.63,M000059,6740.44,6913.63,0,0
11,CASH_IN,1078.32,C000206,5156.84,4078.52,M000096,12996.57,14074.89,0,0
11,CASH_OUT,214.26,C000268,22140.27,21926.01,M000044,3104.15,3318.41,0,0
11,DEBIT,239.51,C000194,8330.97,8091.46,M000195,13809.58,14049.09,0,0
11,PAYMENT,237.73,C000101,17422.27,17184.55,M000191,3451.04,3688.76,0,0
11,PAYMENT,1065.55,C000069,36073.85,35008.3,M000019,3537.76,4603.31,0,0
11,PAYMENT,5255.0,C000110,16123.92,10868.92,M000086,2839.48,8094.48,0,0
11,CASH_OUT,664.42,C000047,829.19,164.77,M000198,5474.87,6139.3,0,0
11,TRANSFER,926.15,C000064,6391.76,5465.61,M000033,3622.55,4548.7,0,0
11,TRANSFER,182.41,C000286,8721.26,8538.85,M000111,314.96,497.37,0,0
11,CASH_OUT,1481.98,C000259,14973.19,13491.22,M000063,24047.89,25529.87,0,0
11,TRANSFER,117.65,C000280,8140.06,8022.41,M000088,531.76,649.41,0,0
11,TRANSFER,163.72,C000032,17268.04,17104.33,M000090,3490.0,3653.71,0,0
11,PAYMENT,45.81,C000019,9387.54,9341.73,M000086,1248.27,1294.08,0,0
11,PAYMENT,195.44,C000137,2736.27,2540.83,M000141,1919.9,2115.35,0,0
11,PAYMENT,2167.5,C000241,785.38,0.0,M000197,19817.68,21985.18,0,0
11,PAYMENT,49.14,C000045,2631.76,2582.63,M000090,31750.37,31799.51,0,0
11,PAYMENT,4601.64,C000295,5089.27,487.63,M000122,2760.12,7361.76,0,0
11,CASH_OUT,293.04,C000237,883.21,590.17,M000125,2060.52,2353.56,0,0
11,DEBIT,357.51,C000107,1178.5,820.99,M000119,11937.24,12294.75,0,0
11,DEBIT,508.57,C000030,309.33,0.0,M000169,1383.68,1892.25,0,0
11,TRANSFER,228.7,C000057,5875.19,5646.48,M000023,4614.9,4843.6,0,0
11,DEBIT,373.94,C000260,1548.37,1174.43,M000187,11795.83,12169.77,0,0
11,CASH_OUT,83.98,C000263,435.32,351.34,M000000,6207.56,6291.54,0,0
11,PAYMENT,3059.68,C000054,1469.67,0.0,M000130,4881.08,7940.77,0,0
11,PAYMENT,462.23,C000145,6273.47,5811.24,M000199,5128.03,5590.26,0,0
11,TRANSFER,965.53,C000137,1078.83,113.29,M000018,5332.79,6298.32,0,0
11,CASH_OUT,132.49,C000255,2574.02,2441.52,M000081,5154.92,5287.41,0,0
11,CASH_OUT,131.79,C000059,7427.17,7295.38,M000072,6184.03,6315.82,0,0
11,CASH_IN,546.85,C000256,6600.12,6053.28,M000151,8686.05,9232.9,0,0
11,PAYMENT,550.03,C000024,6765.04,6215.01,M000091,12577.28,13127.31,0,0
11,TRANSFER,124.76,C000013,12440.29,12315.53,M000001,3961.43,4086.18,0,0
12,PAYMENT,160.38,C000155,26950.98,26790.6,M000196,10724.5,10884.88,0,0
12,CASH_OUT,1274.12,C000064,8937.44,7663.31,M000137,4588.74,5862.87,0,0
12,PAYMENT,133.05,C000062,5691.69,5558.64,M000135,454485.25,454618.31,0,0
12,PAYMENT,772.8,C000157,12207.84,11435.04,M000014,31107.24,31880.04,0,0
12,CASH_OUT,255.71,C000285,3161.97,2906.26,M000052,19386.02,19641.72,0,0
12,CASH_OUT,2731.7,C000015,7281.83,4550.13,M000010,1752.17,4483.87,0,0
12,TRANSFER,229.8,C000270,29514.32,29284.52,M000190,11362.3,11592.11,0,0
12,CASH_OUT,84.69,C000230,5155.8,5071.11,M000135,10466.82,10551.51,0,0
12,PAYMENT,83.15,C000214,3342.87,3259.72,M000020,1968.94,2052.09,0,0
12,TRANSFER,173.21,C000064,13718.24,13545.03,M000036,29570.12,29743.33,0,0
12,TRANSFER,264.48,C000201,13392.2,13127.72,M000171,16777.21,17041.69,0,0
12,TRANSFER,324.39,C000128,6754.0,6429.61,M000166,14407.91,14732.31,0,0
12,PAYMENT,497.38,C000172,8389.53,7892.16,M000036,23936.56,24433.94,0,0
12,CASH_OUT,1109.78,C000121,1076.35,0.0,M000022,39334.28,40444.06,0,0
12,TRANSFER,249.01,C000284,5978.84,5729.83,M000128,15106.77,15355.78,0,0
12,PAYMENT,3868.88,C000278,4698.24,829.36,M000055,1844.92,5713.81,0,0
12,TRANSFER,520.81,C000070,1409.43,888.61,M000108,1471.38,1992.2,0,0
12,TRANSFER,1210.96,C000212,1580.51,369.55,M000170,12081.5,13292.46,0,0
12,CASH_OUT,485.45,C000293,4030.48,3545.03,M000139,1074.88,1560.33,0,0
12,CASH_OUT,1298.04,C000297,5475.19,4177.15,M000125,2725.23,4023.26,0,0
12,CASH_OUT,276.27,C000197,4825.96,4549.7,M000003,19897.33,20173.59,0,0
12,DEBIT,363.42,C000086,41725.55,41362.13,M000009,1907.92,2271.34,0,0
12,PAYMENT,29.93,C000178,2005.41,1975.49,M000153,7342.88,7372.81,0,0
12,TRANSFER,291.51,C000125,2923.42,2631.91,M000190,37290.02,37581.53,0,0
12,TRANSFER,16651.69,C000144,7008.0,0.0,M000087,5389.57,22041.26,0,0
12,PAYMENT,282.48,C000011,2949.87,2667.39,M000178,516.07,798.55,0,0
12,CASH_OUT,1672.71,C000028,42610.0,40937.3,M000189,13055.94,14728.65,0,0
12,PAYMENT,641.65,C000199,4237.61,3595.95,M000126,10505.99,11147.65,0,0
12,PAYMENT,3879.03,C000145,10325.36,6446.33,M000106,1642.91,5521.94,0,0
12,PAYMENT,1375.34,C000186,2291.75,916.41,M000040,23204.25,24579.59,0,0
12,CASH_IN,3148.84,C000260,7273.8,4124.96,M000142,1536.98,4685.83,0,0
12,CASH_OUT,170.8,C000174,3482.31,3311.51,M000119,16526.56,16697.36,0,0
12,DEBIT,761.22,C000098,1624.2,862.98,M000007,4313.03,5074.25,0,0
12,TRANSFER,3991.3,C000069,4655.16,663.86,M000076,3382.86,7374.15,0,0
12,PAYMENT,546.1,C000113,2706.59,2160.5,M000164,14500.45,15046.55,0,0
12,DEBIT,766.78,C000124,3896.2,3129.43,M000140,10849.9,11616.68,0,0
12,CASH_IN,704.3,C000161,3657.96,2953.66,M000030,2665.83,3370.14,0,0
12,CASH_IN,675.94,C000112,5587.82,4911.89,M000021,15817.03,16492.97,0,0
12,CASH_IN,762.6,C000005,3691.08,2928.48,M000131,3677.16,4439.75,0,0
12,CASH_OUT,691.32,C000011,3763.8,3072.48,M000177,19238.29,19929.61,0,0
12,CASH_OUT,2156.48,C000127,3522.22,1365.73,M000045,7069.96,9226.44,0,0
12,CASH_OUT,954.12,C000266,1666.6,712.48,M000101,1237.54,2191.66,0,0
12,PAYMENT,356.75,C000212,4425.16,4068.41,M000018,2502.07,2858.81,0,0
12,CASH_OUT,355.18,C000132,1225.41,870.24,M000183,5352.45,5707.63,0,0
12,CASH_OUT,279.73,C000148,6075.14,5795.41,M000136,15939.54,16219.27,0,0
12,PAYMENT,205.97,C000028,2492.15,2286.17,M000170,5317.14,5523.12,0,0
12,CASH_IN,315.82,C000076,12337.36,12021.54,M000049,2298.8,2614.62,0,0
12,PAYMENT,613.73,C000261,1648.28,1034.55,M000066,14722.98,15336.71,0,0
12,TRANSFER,2231.65,C000207,18836.1,16604.45,M000175,2407.02,4638.67,0,0
12,TRANSFER,3362.19,C000132,7081.05,3718.86,M000097,3928.53,7290.72,0,0
12,PAYMENT,492.78,C000039,5863.52,5370.74,M000122,5240.6,5733.38,0,0
12,CASH_IN,735.08,C000065,2383.51,1648.43,M000039,2779.79,3514.87,0,0
12,CASH_OUT,1379.09,C000056,6125.58,4746.49,M000173,3159.09,4538.18,0,0
12,CASH_IN,270.43,C000155,4332.32,4061.89,M000026,12202.95,12473.37,0,0
12,PAYMENT,2909.87,C000234,4218.92,1309.05,M000052,10870.69,13780.57,0,0
12,CASH_IN,210.44,C000061,40976.25,40765.81,M000063,2010.27,2220.71,0,0
12,PAYMENT,581.29,C000241,4238.11,3656.82,M000143,4408.15,4989.44,0,0
12,TRANSFER,912.03,C000064,2368.93,1456.9,M000149,28197.55,29109.58,0,0
12,PAYMENT,711.0,C000074,5173.15,4462.15,M000146,927.39,1638.39,0,0
12,CASH_IN,128.09,C000143,9392.06,9263.98,M000101,2002.22,2130.31,0,0
12,CASH_IN,492.69,C000292,3126.79,2634.11,M000112,1850.97,2343.65,0,0
12,CASH_OUT,542.44,C000121,72240.04,71697.61,M000011,14347.47,14889.91,0,0
12,PAYMENT,1943.18,C000108,4018.49,2075.31,M000139,3289.22,5232.4,0,0
12,PAYMENT,223.37,C000069,3333.54,3110.16,M000162,5551.63,5775.01,0,0
12,TRANSFER,176.44,C000170,2398.1,2221.66,M000183,3712.79,3889.23,0,0
12,CASH_IN,954.05,C000243,13321.8,12367.75,M000009,20492.29,21446.34,0,0
12,PAYMENT,318.39,C000069,8918.22,8599.82,M000199,9010.83,9329.22,0,0
12,PAYMENT,482.61,C000082,1043.11,560.5,M000098,6145.46,6628.07,0,0
12,CASH_OUT,808.22,C000278,2968.1,2159.88,M000012,37519.08,38327.31,0,0
12,CASH_OUT,357.89,C000082,2905.01,2547.13,M000128,10567.29,10925.18,0,0
12,PAYMENT,59.33,C000208,1732.74,1673.41,M000169,18776.82,18836.15,0,0
12,TRANSFER,929.19,C000121,2397.55,1468.35,M000062,15725.99,16655.19,0,0
12,TRANSFER,504.96,C000249,10094.51,9589.54,M000028,1955.06,2460.02,0,0
12,CASH_IN,1348.37,C000065,11383.95,10035.58,M000057,1271.91,2620.28,0,0
12,TRANSFER,361.19,C000202,656.6,295.41,M000090,8491.71,8852.9,0,0
12,TRANSFER,2487.46,C000253,12014.72,9527.26,M000140,10012.02,12499.48,0,0
12,CASH_OUT,414.67,C000014,2639.8,2225.13,M000032,22549.11,22963.78,0,0
12,CASH_IN,146.71,C000142,3273.77,3127.06,M000156,1935.54,2082.24,0,0
12,PAYMENT,457.77,C000113,1937.85,1480.08,M000055,6592.19,7049.96,0,0
12,CASH_OUT,1473.15,C000252,6858.32,5385.17,M000001,8274.3,9747.45,0,0
12,PAYMENT,472.52,C000177,506.39,33.87,M000002,1286.31,1758.83,0,0
12,TRANSFER,331.84,C000244,7352.16,7020.32,M000044,4612.98,4944.82,0,0
12,CASH_OUT,761.49,C000219,1156.21,394.72,M000076,2983.05,3744.55,0,0
12,CASH_OUT,251.89,C000063,4252.98,4001.08,M000000,3908.87,4160.76,0,0
12,CASH_OUT,166.72,C000073,9199.83,9033.11,M000035,2028.19,2194.91,0,0
12,TRANSFER,4469.04,C000226,1368.13,0.0,M000034,57474.26,61943.3,0,0
12,PAYMENT,471.72,C000261,777.33,305.61,M000144,23937.86,24409.58,0,0
12,CASH_IN,262.81,C000281,14863.23,14600.42,M000094,10399.88,10662.69,0,0
13,TRANSFER,426.62,C000254,8519.58,8092.97,M000050,9929.71,10356.32,0,0
13,TRANSFER,1248.77,C000130,12577.33,11328.55,M000126,3294.91,4543.68,1,0
13,DEBIT,741.18,C000141,4145.31,3404.12,M000036,6300.87,7042.05,0,0
13,TRANSFER,155.43,C000062,2595.2,2439.77,M000128,1775.1,1930.53,0,0
13,CASH_OUT,1373.61,C000028,13538.39,12164.78,M000103,2419.52,3793.13,0,0
13,CASH_OUT,3732.53,C000120,7334.82,3602.28,M000037,3098.94,6831.48,0,0
13,CASH_OUT,57.09,C000043,9111.01,9053.91,M000029,18881.28,18938.37,0,0
13,CASH_OUT,426.44,C000232,1143.71,717.27,M000032,5038.72,5465.16,0,0
13,PAYMENT,1266.27,C000229,3532.39,2266.12,M000062,1911.39,3177.66,0,0
13,PAYMENT,2314.12,C000227,8690.02,6375.9,M000035,6407.45,8721.56,0,0
13,PAYMENT,81.03,C000297,7825.36,7744.33,M000190,683.83,764.86,0,0
